period,Industry,GDP
2016_Q4,Apparel and leather and allied products,18.5
2017_Q1,Apparel and leather and allied products,19.0
2017_Q2,Apparel and leather and allied products,18.7
2017_Q3,Apparel and leather and allied products,18.7
2017_Q4,Apparel and leather and allied products,18.3
2018_Q1,Apparel and leather and allied products,19.4
2018_Q2,Apparel and leather and allied products,19.7
2018_Q3,Apparel and leather and allied products,20.5
2018_Q4,Apparel and leather and allied products,19.8
2019_Q1,Apparel and leather and allied products,20.3
2019_Q2,Apparel and leather and allied products,20.3
2019_Q3,Apparel and leather and allied products,19.8
2019_Q4,Apparel and leather and allied products,19.7
2020_Q1,Apparel and leather and allied products,19.1
2020_Q2,Apparel and leather and allied products,18.3
2015_Q1,Paper products,182.7
2015_Q2,Paper products,184.8
2015_Q3,Paper products,182.5
2015_Q4,Paper products,181.6
2016_Q1,Paper products,180.5
2016_Q2,Paper products,179.5
2016_Q3,Paper products,177.0
2016_Q4,Paper products,178.6
2017_Q1,Paper products,178.6
2017_Q2,Paper products,178.4
2017_Q3,Paper products,179.9
2017_Q4,Paper products,186.4
2018_Q1,Paper products,186.8
2018_Q2,Paper products,187.5
2018_Q3,Paper products,188.7
2018_Q4,Paper products,187.3
2019_Q1,Paper products,188.8
2019_Q2,Paper products,189.6
2019_Q3,Paper products,189.8
2019_Q4,Paper products,189.1
2020_Q1,Paper products,189.8
2020_Q2,Paper products,188.8
2015_Q1,Printing and related support activities,81.9
2015_Q2,Printing and related support activities,82.6
2015_Q3,Printing and related support activities,81.9
2015_Q4,Printing and related support activities,82.5
2016_Q1,Printing and related support activities,83.6
2016_Q2,Printing and related support activities,84.1
2016_Q3,Printing and related support activities,85.2
2016_Q4,Printing and related support activities,85.1
2017_Q1,Printing and related support activities,85.2
2017_Q2,Printing and related support activities,83.9
2017_Q3,Printing and related support activities,84.2
2017_Q4,Printing and related support activities,84.7
2018_Q1,Printing and related support activities,85.9
2018_Q2,Printing and related support activities,88.0
2018_Q3,Printing and related support activities,87.0
2018_Q4,Printing and related support activities,89.1
2019_Q1,Printing and related support activities,89.1
2019_Q2,Printing and related support activities,89.2
2019_Q3,Printing and related support activities,92.3
2019_Q4,Printing and related support activities,92.5
2020_Q1,Printing and related support activities,92.9
2020_Q2,Printing and related support activities,82.6
2015_Q1,Petroleum and coal products,510.7
2015_Q2,Petroleum and coal products,540.5
2015_Q3,Petroleum and coal products,508.4
2015_Q4,Petroleum and coal products,443.8
2016_Q1,Petroleum and coal products,378.7
2016_Q2,Petroleum and coal products,419.3
2016_Q3,Petroleum and coal products,434.4
2016_Q4,Petroleum and coal products,462.7
2017_Q1,Petroleum and coal products,521.3
2017_Q2,Petroleum and coal products,489.5
2017_Q3,Petroleum and coal products,500.0
2017_Q4,Petroleum and coal products,582.9
2018_Q1,Petroleum and coal products,645.2
2018_Q2,Petroleum and coal products,663.3
2018_Q3,Petroleum and coal products,681.7
2018_Q4,Petroleum and coal products,650.8
2019_Q1,Petroleum and coal products,591.5
2019_Q2,Petroleum and coal products,613.4
2019_Q3,Petroleum and coal products,574.1
2019_Q4,Petroleum and coal products,577.9
2020_Q1,Petroleum and coal products,545.6
2020_Q2,Petroleum and coal products,265.0
2015_Q1,Chemical products,789.3
2015_Q2,Chemical products,785.6
2015_Q3,Chemical products,793.8
2015_Q4,Chemical products,773.4
2016_Q1,Chemical products,768.3
2016_Q2,Chemical products,782.3
2016_Q3,Chemical products,777.8
2016_Q4,Chemical products,783.8
2017_Q1,Chemical products,797.9
2017_Q2,Chemical products,803.2
2017_Q3,Chemical products,810.7
2017_Q4,Chemical products,831.9
2018_Q1,Chemical products,829.0
2018_Q2,Chemical products,845.9
2018_Q3,Chemical products,849.2
2018_Q4,Chemical products,866.2
2019_Q1,Chemical products,859.8
2019_Q2,Chemical products,868.9
2019_Q3,Chemical products,875.8
2019_Q4,Chemical products,876.0
2020_Q1,Chemical products,875.8
2020_Q2,Chemical products,856.9
2015_Q1,Plastics and rubber products,235.5
2015_Q2,Plastics and rubber products,234.1
2015_Q3,Plastics and rubber products,234.7
2015_Q4,Plastics and rubber products,230.0
2016_Q1,Plastics and rubber products,233.4
2016_Q2,Plastics and rubber products,231.4
2016_Q3,Plastics and rubber products,233.1
2016_Q4,Plastics and rubber products,234.0
2017_Q1,Plastics and rubber products,231.8
2017_Q2,Plastics and rubber products,232.4
2017_Q3,Plastics and rubber products,233.9
2017_Q4,Plastics and rubber products,238.0
2018_Q1,Plastics and rubber products,242.2
2018_Q2,Plastics and rubber products,246.5
2018_Q3,Plastics and rubber products,249.1
2018_Q4,Plastics and rubber products,249.0
2019_Q1,Plastics and rubber products,253.5
2019_Q2,Plastics and rubber products,249.1
2019_Q3,Plastics and rubber products,248.1
2019_Q4,Plastics and rubber products,245.2
2020_Q1,Plastics and rubber products,244.3
2020_Q2,Plastics and rubber products,226.6
2015_Q1,Wholesale trade,1839.1
2015_Q2,Wholesale trade,1862.3
2015_Q3,Wholesale trade,1857.3
2015_Q4,Wholesale trade,1844.3
2016_Q1,Wholesale trade,1814.6
2016_Q2,Wholesale trade,1829.9
2016_Q3,Wholesale trade,1841.6
2016_Q4,Wholesale trade,1864.2
2017_Q1,Wholesale trade,1894.9
2017_Q2,Wholesale trade,1902.3
2017_Q3,Wholesale trade,1927.3
2017_Q4,Wholesale trade,1993.8
2018_Q1,Wholesale trade,1993.6
2018_Q2,Wholesale trade,2037.7
2018_Q3,Wholesale trade,2058.4
2018_Q4,Wholesale trade,2083.5
2019_Q1,Wholesale trade,2083.4
2019_Q2,Wholesale trade,2088.5
2019_Q3,Wholesale trade,2098.1
2019_Q4,Wholesale trade,2096.7
2020_Q1,Wholesale trade,2074.6
2020_Q2,Wholesale trade,1810.9
2015_Q1,Retail trade,1616.2
2015_Q2,Retail trade,1640.4
2015_Q3,Retail trade,1659.8
2015_Q4,Retail trade,1664.4
2016_Q1,Retail trade,1681.3
2016_Q2,Retail trade,1701.8
2016_Q3,Retail trade,1715.8
2016_Q4,Retail trade,1727.3
2017_Q1,Retail trade,1747.9
2017_Q2,Retail trade,1752.4
2017_Q3,Retail trade,1772.0
2017_Q4,Retail trade,1817.9
2018_Q1,Retail trade,1843.6
2018_Q2,Retail trade,1874.8
2018_Q3,Retail trade,1887.6
2018_Q4,Retail trade,1900.8
2019_Q1,Retail trade,1915.2
2019_Q2,Retail trade,1949.5
2019_Q3,Retail trade,1972.6
2019_Q4,Retail trade,1980.5
2020_Q1,Retail trade,1960.1
2020_Q2,Retail trade,1886.8
2015_Q1,Motor vehicle and parts dealers,269.4
2015_Q2,Motor vehicle and parts dealers,278.7
2015_Q3,Motor vehicle and parts dealers,282.3
2015_Q4,Motor vehicle and parts dealers,286.0
2016_Q1,Motor vehicle and parts dealers,291.1
2016_Q2,Motor vehicle and parts dealers,293.6
2016_Q3,Motor vehicle and parts dealers,300.8
2016_Q4,Motor vehicle and parts dealers,303.0
2017_Q1,Motor vehicle and parts dealers,301.1
2017_Q2,Motor vehicle and parts dealers,299.8
2017_Q3,Motor vehicle and parts dealers,304.0
2017_Q4,Motor vehicle and parts dealers,315.4
2018_Q1,Motor vehicle and parts dealers,320.0
2018_Q2,Motor vehicle and parts dealers,327.9
2018_Q3,Motor vehicle and parts dealers,329.0
2018_Q4,Motor vehicle and parts dealers,334.3
2019_Q1,Motor vehicle and parts dealers,333.6
2019_Q2,Motor vehicle and parts dealers,339.8
2019_Q3,Motor vehicle and parts dealers,344.0
2019_Q4,Motor vehicle and parts dealers,348.0
2020_Q1,Motor vehicle and parts dealers,318.1
2020_Q2,Motor vehicle and parts dealers,309.1
2015_Q1,Food and beverage stores,227.4
2015_Q2,Food and beverage stores,227.3
2015_Q3,Food and beverage stores,228.7
2015_Q4,Food and beverage stores,228.4
2016_Q1,Food and beverage stores,229.2
2016_Q2,Food and beverage stores,231.7
2016_Q3,Food and beverage stores,232.8
2016_Q4,Food and beverage stores,235.4
2017_Q1,Food and beverage stores,238.5
2017_Q2,Food and beverage stores,240.6
2017_Q3,Food and beverage stores,241.6
2017_Q4,Food and beverage stores,244.5
2018_Q1,Food and beverage stores,244.2
2018_Q2,Food and beverage stores,245.0
2018_Q3,Food and beverage stores,245.6
2018_Q4,Food and beverage stores,246.4
2019_Q1,Food and beverage stores,248.6
2019_Q2,Food and beverage stores,251.7
2019_Q3,Food and beverage stores,255.7
2019_Q4,Food and beverage stores,255.5
2020_Q1,Food and beverage stores,278.3
2020_Q2,Food and beverage stores,284.6
2015_Q1,General merchandise stores,229.7
2015_Q2,General merchandise stores,229.9
2015_Q3,General merchandise stores,230.7
2015_Q4,General merchandise stores,230.5
2016_Q1,General merchandise stores,229.4
2016_Q2,General merchandise stores,229.0
2016_Q3,General merchandise stores,227.7
2016_Q4,General merchandise stores,227.0
2017_Q1,General merchandise stores,229.3
2017_Q2,General merchandise stores,230.0
2017_Q3,General merchandise stores,232.8
2017_Q4,General merchandise stores,236.2
2018_Q1,General merchandise stores,239.4
2018_Q2,General merchandise stores,243.4
2018_Q3,General merchandise stores,245.2
2018_Q4,General merchandise stores,247.2
2019_Q1,General merchandise stores,245.9
2019_Q2,General merchandise stores,248.6
2019_Q3,General merchandise stores,249.2
2019_Q4,General merchandise stores,248.9
2020_Q1,General merchandise stores,256.7
2020_Q2,General merchandise stores,245.1
2015_Q1,Other retail,889.7
2015_Q2,Other retail,904.4
2015_Q3,Other retail,918.1
2015_Q4,Other retail,919.5
2016_Q1,Other retail,931.7
2016_Q2,Other retail,947.5
2016_Q3,Other retail,954.5
2016_Q4,Other retail,961.9
2017_Q1,Other retail,979.0
2017_Q2,Other retail,982.0
2017_Q3,Other retail,993.6
2017_Q4,Other retail,1021.8
2018_Q1,Other retail,1040.0
2018_Q2,Other retail,1058.6
2018_Q3,Other retail,1067.8
2018_Q4,Other retail,1072.9
2019_Q1,Other retail,1087.1
2019_Q2,Other retail,1109.4
2019_Q3,Other retail,1123.8
2019_Q4,Other retail,1128.2
2020_Q1,Other retail,1107.0
2020_Q2,Other retail,1048.0
2015_Q1,Transportation and warehousing,1121.2
2015_Q2,Transportation and warehousing,1118.8
2015_Q3,Transportation and warehousing,1129.3
2015_Q4,Transportation and warehousing,1112.8
2016_Q1,Transportation and warehousing,1107.4
2016_Q2,Transportation and warehousing,1111.3
2016_Q3,Transportation and warehousing,1129.9
2016_Q4,Transportation and warehousing,1146.3
2017_Q1,Transportation and warehousing,1173.2
2017_Q2,Transportation and warehousing,1187.0
2017_Q3,Transportation and warehousing,1198.4
2017_Q4,Transportation and warehousing,1215.1
2018_Q1,Transportation and warehousing,1246.2
2018_Q2,Transportation and warehousing,1279.9
2018_Q3,Transportation and warehousing,1304.5
2018_Q4,Transportation and warehousing,1329.5
2019_Q1,Transportation and warehousing,1337.1
2019_Q2,Transportation and warehousing,1346.8
2019_Q3,Transportation and warehousing,1358.2
2019_Q4,Transportation and warehousing,1370.1
2020_Q1,Transportation and warehousing,1315.4
2020_Q2,Transportation and warehousing,987.2
2015_Q1,Air transportation,211.9
2015_Q2,Air transportation,210.8
2015_Q3,Air transportation,212.5
2015_Q4,Air transportation,210.0
2016_Q1,Air transportation,208.3
2016_Q2,Air transportation,207.6
2016_Q3,Air transportation,209.9
2016_Q4,Air transportation,213.5
2017_Q1,Air transportation,217.7
2017_Q2,Air transportation,220.7
2017_Q3,Air transportation,222.6
2017_Q4,Air transportation,225.0
2018_Q1,Air transportation,230.7
2018_Q2,Air transportation,237.4
2018_Q3,Air transportation,239.1
2018_Q4,Air transportation,245.1
2019_Q1,Air transportation,246.9
2019_Q2,Air transportation,250.8
2019_Q3,Air transportation,254.8
2019_Q4,Air transportation,260.0
2020_Q1,Air transportation,214.4
2020_Q2,Air transportation,47.2
2015_Q1,Rail transportation,86.5
2015_Q2,Rail transportation,82.8
2015_Q3,Rail transportation,81.6
2015_Q4,Rail transportation,77.2
2016_Q1,Rail transportation,74.6
2016_Q2,Rail transportation,72.6
2016_Q3,Rail transportation,75.4
2016_Q4,Rail transportation,77.4
2017_Q1,Rail transportation,79.3
2017_Q2,Rail transportation,78.8
2017_Q3,Rail transportation,76.9
2017_Q4,Rail transportation,79.4
2018_Q1,Rail transportation,83.0
2018_Q2,Rail transportation,85.4
2018_Q3,Rail transportation,86.3
2018_Q4,Rail transportation,86.5
2019_Q1,Rail transportation,85.0
2019_Q2,Rail transportation,85.2
2019_Q3,Rail transportation,83.3
2019_Q4,Rail transportation,80.4
2020_Q1,Rail transportation,81.4
2020_Q2,Rail transportation,64.3
2015_Q1,Water transportation,47.6
2015_Q2,Water transportation,48.0
2015_Q3,Water transportation,47.4
2015_Q4,Water transportation,45.8
2016_Q1,Water transportation,45.2
2016_Q2,Water transportation,45.8
2016_Q3,Water transportation,47.1
2016_Q4,Water transportation,46.0
2017_Q1,Water transportation,48.1
2017_Q2,Water transportation,47.4
2017_Q3,Water transportation,49.4
2017_Q4,Water transportation,49.0
2018_Q1,Water transportation,50.7
2018_Q2,Water transportation,52.7
2018_Q3,Water transportation,54.1
2018_Q4,Water transportation,54.5
2019_Q1,Water transportation,55.3
2019_Q2,Water transportation,55.3
2019_Q3,Water transportation,54.3
2019_Q4,Water transportation,54.0
2020_Q1,Water transportation,53.1
2020_Q2,Water transportation,32.0
2015_Q1,Truck transportation,329.5
2015_Q2,Truck transportation,330.0
2015_Q3,Truck transportation,338.2
2015_Q4,Truck transportation,332.5
2016_Q1,Truck transportation,327.3
2016_Q2,Truck transportation,324.9
2016_Q3,Truck transportation,327.5
2016_Q4,Truck transportation,330.2
2017_Q1,Truck transportation,342.6
2017_Q2,Truck transportation,347.2
2017_Q3,Truck transportation,349.8
2017_Q4,Truck transportation,357.0
2018_Q1,Truck transportation,368.1
2018_Q2,Truck transportation,376.9
2018_Q3,Truck transportation,381.4
2018_Q4,Truck transportation,390.4
2019_Q1,Truck transportation,387.1
2019_Q2,Truck transportation,389.6
2019_Q3,Truck transportation,392.1
2019_Q4,Truck transportation,389.8
2020_Q1,Truck transportation,389.4
2020_Q2,Truck transportation,324.5
2015_Q1,Transit and ground passenger transportation,64.6
2015_Q2,Transit and ground passenger transportation,66.7
2015_Q3,Transit and ground passenger transportation,65.7
2015_Q4,Transit and ground passenger transportation,66.1
2016_Q1,Transit and ground passenger transportation,67.9
2016_Q2,Transit and ground passenger transportation,70.8
2016_Q3,Transit and ground passenger transportation,73.2
2016_Q4,Transit and ground passenger transportation,77.3
2017_Q1,Transit and ground passenger transportation,80.1
2017_Q2,Transit and ground passenger transportation,83.8
2017_Q3,Transit and ground passenger transportation,89.4
2017_Q4,Transit and ground passenger transportation,89.5
2018_Q1,Transit and ground passenger transportation,90.5
2018_Q2,Transit and ground passenger transportation,94.1
2018_Q3,Transit and ground passenger transportation,98.2
2018_Q4,Transit and ground passenger transportation,97.9
2019_Q1,Transit and ground passenger transportation,102.0
2019_Q2,Transit and ground passenger transportation,104.0
2019_Q3,Transit and ground passenger transportation,109.0
2019_Q4,Transit and ground passenger transportation,113.0
2020_Q1,Transit and ground passenger transportation,103.0
2020_Q2,Transit and ground passenger transportation,61.8
2015_Q1,Pipeline transportation,43.5
2015_Q2,Pipeline transportation,44.6
2015_Q3,Pipeline transportation,43.7
2015_Q4,Pipeline transportation,43.0
2016_Q1,Pipeline transportation,42.9
2016_Q2,Pipeline transportation,44.8
2016_Q3,Pipeline transportation,44.7
2016_Q4,Pipeline transportation,45.2
2017_Q1,Pipeline transportation,45.5
2017_Q2,Pipeline transportation,45.9
2017_Q3,Pipeline transportation,46.5
2017_Q4,Pipeline transportation,48.8
2018_Q1,Pipeline transportation,50.4
2018_Q2,Pipeline transportation,51.6
2018_Q3,Pipeline transportation,53.7
2018_Q4,Pipeline transportation,55.3
2019_Q1,Pipeline transportation,56.4
2019_Q2,Pipeline transportation,56.8
2019_Q3,Pipeline transportation,58.7
2019_Q4,Pipeline transportation,59.5
2020_Q1,Pipeline transportation,60.1
2020_Q2,Pipeline transportation,53.1
2015_Q1,Other transportation and support activities,215.7
2015_Q2,Other transportation and support activities,217.3
2015_Q3,Other transportation and support activities,220.0
2015_Q4,Other transportation and support activities,218.6
2016_Q1,Other transportation and support activities,217.5
2016_Q2,Other transportation and support activities,219.0
2016_Q3,Other transportation and support activities,221.9
2016_Q4,Other transportation and support activities,230.1
2017_Q1,Other transportation and support activities,228.7
2017_Q2,Other transportation and support activities,229.9
2017_Q3,Other transportation and support activities,229.9
2017_Q4,Other transportation and support activities,232.6
2018_Q1,Other transportation and support activities,238.8
2018_Q2,Other transportation and support activities,244.6
2018_Q3,Other transportation and support activities,250.2
2018_Q4,Other transportation and support activities,255.9
2019_Q1,Other transportation and support activities,261.7
2019_Q2,Other transportation and support activities,262.0
2019_Q3,Other transportation and support activities,262.8
2019_Q4,Other transportation and support activities,264.9
2020_Q1,Other transportation and support activities,268.0
2020_Q2,Other transportation and support activities,269.3
2015_Q1,Warehousing and storage,121.9
2015_Q2,Warehousing and storage,118.6
2015_Q3,Warehousing and storage,120.3
2015_Q4,Warehousing and storage,119.6
2016_Q1,Warehousing and storage,123.6
2016_Q2,Warehousing and storage,125.8
2016_Q3,Warehousing and storage,130.2
2016_Q4,Warehousing and storage,126.6
2017_Q1,Warehousing and storage,131.2
2017_Q2,Warehousing and storage,133.3
2017_Q3,Warehousing and storage,133.9
2017_Q4,Warehousing and storage,133.9
2018_Q1,Warehousing and storage,134.0
2018_Q2,Warehousing and storage,137.4
2018_Q3,Warehousing and storage,141.5
2018_Q4,Warehousing and storage,143.9
2019_Q1,Warehousing and storage,142.9
2019_Q2,Warehousing and storage,143.2
2019_Q3,Warehousing and storage,143.2
2019_Q4,Warehousing and storage,148.6
2020_Q1,Warehousing and storage,146.0
2020_Q2,Warehousing and storage,135.1
2015_Q1,Information,1543.6
2015_Q2,Information,1566.6
2015_Q3,Information,1580.5
2015_Q4,Information,1620.8
2016_Q1,Information,1648.5
2016_Q2,Information,1652.7
2016_Q3,Information,1675.8
2016_Q4,Information,1683.4
2017_Q1,Information,1698.2
2017_Q2,Information,1702.8
2017_Q3,Information,1723.4
2017_Q4,Information,1744.6
2018_Q1,Information,1779.0
2018_Q2,Information,1813.8
2018_Q3,Information,1846.7
2018_Q4,Information,1870.4
2019_Q1,Information,1894.4
2019_Q2,Information,1933.6
2019_Q3,Information,1960.7
2019_Q4,Information,1976.1
2020_Q1,Information,1971.7
2020_Q2,Information,1894.7
2015_Q1,"Publishing industries, except internet (includes software)",321.8
2015_Q2,"Publishing industries, except internet (includes software)",320.4
2015_Q3,"Publishing industries, except internet (includes software)",319.0
2015_Q4,"Publishing industries, except internet (includes software)",325.5
2016_Q1,"Publishing industries, except internet (includes software)",331.2
2016_Q2,"Publishing industries, except internet (includes software)",331.2
2016_Q3,"Publishing industries, except internet (includes software)",333.2
2016_Q4,"Publishing industries, except internet (includes software)",340.2
2017_Q1,"Publishing industries, except internet (includes software)",341.6
2017_Q2,"Publishing industries, except internet (includes software)",344.6
2017_Q3,"Publishing industries, except internet (includes software)",351.5
2017_Q4,"Publishing industries, except internet (includes software)",351.1
2018_Q1,"Publishing industries, except internet (includes software)",357.1
2018_Q2,"Publishing industries, except internet (includes software)",361.7
2018_Q3,"Publishing industries, except internet (includes software)",367.8
2018_Q4,"Publishing industries, except internet (includes software)",375.0
2019_Q1,"Publishing industries, except internet (includes software)",387.7
2019_Q2,"Publishing industries, except internet (includes software)",393.3
2019_Q3,"Publishing industries, except internet (includes software)",403.7
2019_Q4,"Publishing industries, except internet (includes software)",404.5
2020_Q1,"Publishing industries, except internet (includes software)",410.6
2020_Q2,"Publishing industries, except internet (includes software)",403.7
2015_Q1,Motion picture and sound recording industries,138.7
2015_Q2,Motion picture and sound recording industries,143.4
2015_Q3,Motion picture and sound recording industries,143.0
2015_Q4,Motion picture and sound recording industries,148.2
2016_Q1,Motion picture and sound recording industries,155.7
2016_Q2,Motion picture and sound recording industries,143.9
2016_Q3,Motion picture and sound recording industries,151.2
2016_Q4,Motion picture and sound recording industries,148.8
2017_Q1,Motion picture and sound recording industries,156.6
2017_Q2,Motion picture and sound recording industries,146.3
2017_Q3,Motion picture and sound recording industries,149.0
2017_Q4,Motion picture and sound recording industries,151.0
2018_Q1,Motion picture and sound recording industries,156.8
2018_Q2,Motion picture and sound recording industries,162.3
2018_Q3,Motion picture and sound recording industries,161.8
2018_Q4,Motion picture and sound recording industries,162.3
2019_Q1,Motion picture and sound recording industries,160.6
2019_Q2,Motion picture and sound recording industries,169.3
2019_Q3,Motion picture and sound recording industries,166.6
2019_Q4,Motion picture and sound recording industries,164.3
2020_Q1,Motion picture and sound recording industries,150.1
2020_Q2,Motion picture and sound recording industries,110.9
2015_Q1,Broadcasting and telecommunications,806.5
2015_Q2,Broadcasting and telecommunications,818.2
2015_Q3,Broadcasting and telecommunications,823.1
2015_Q4,Broadcasting and telecommunications,840.6
2016_Q1,Broadcasting and telecommunications,849.4
2016_Q2,Broadcasting and telecommunications,858.4
2016_Q3,Broadcasting and telecommunications,867.4
2016_Q4,Broadcasting and telecommunications,865.3
2017_Q1,Broadcasting and telecommunications,854.9
2017_Q2,Broadcasting and telecommunications,853.5
2017_Q3,Broadcasting and telecommunications,850.0
2017_Q4,Broadcasting and telecommunications,855.7
2018_Q1,Broadcasting and telecommunications,866.2
2018_Q2,Broadcasting and telecommunications,870.2
2018_Q3,Broadcasting and telecommunications,887.5
2018_Q4,Broadcasting and telecommunications,891.6
2019_Q1,Broadcasting and telecommunications,897.9
2019_Q2,Broadcasting and telecommunications,906.8
2019_Q3,Broadcasting and telecommunications,909.2
2019_Q4,Broadcasting and telecommunications,915.0
2020_Q1,Broadcasting and telecommunications,911.7
2020_Q2,Broadcasting and telecommunications,882.1
2015_Q1,"Data processing, internet publishing, and other information services",276.6
2015_Q2,"Data processing, internet publishing, and other information services",284.6
2015_Q3,"Data processing, internet publishing, and other information services",295.5
2015_Q4,"Data processing, internet publishing, and other information services",306.5
2016_Q1,"Data processing, internet publishing, and other information services",312.1
2016_Q2,"Data processing, internet publishing, and other information services",319.2
2016_Q3,"Data processing, internet publishing, and other information services",324.0
2016_Q4,"Data processing, internet publishing, and other information services",329.1
2017_Q1,"Data processing, internet publishing, and other information services",345.0
2017_Q2,"Data processing, internet publishing, and other information services",358.4
2017_Q3,"Data processing, internet publishing, and other information services",372.9
2017_Q4,"Data processing, internet publishing, and other information services",386.8
2018_Q1,"Data processing, internet publishing, and other information services",399.0
